Country,Year,RGDPL
Albania,2011,27369.61
Albania,2012,27813.99
Albania,2013,28201.34
Albania,2014,28794.26
Ireland,1950,22781
Ireland,1951,23559.36
Ireland,1952,23153.75
Ireland,1953,24008.08
Ireland,1954,24191.7
Ireland,1955,25309.28
Ireland,1956,24442.22
Ireland,1957,23744.36
Ireland,1958,23670.8
Ireland,1959,25019.81
Ireland,1960,25991.06
Ireland,1961,27285.71
Ireland,1962,28334.56
Ireland,1963,29746.07
Ireland,1964,31047.02
Ireland,1965,31789.71
Ireland,1966,31861.7
Ireland,1967,33500.82
Ireland,1968,36548.32
Ireland,1969,39143.63
Ireland,1970,39843.81
Ireland,1971,41670.9
Ireland,1972,44550.63
Ireland,1973,47065.7
Ireland,1974,48292.53
Ireland,1975,48954.19
Ireland,1976,50558.22
Ireland,1977,53733.69
Ireland,1978,57592.13
Ireland,1979,60014.46
Ireland,1980,61753.83
Ireland,1981,63305.23
Ireland,1982,64251.36
Ireland,1983,63782.68
Malta,1998,7073.22
Malta,1999,7407.07
Malta,2000,7908.55
Malta,2001,7956.66
Malta,2002,8193.99
Malta,2003,8402.43
Malta,2004,8439.68
Malta,2005,8759.01
Malta,2006,8919.19
Malta,2007,9274.75
Malta,2008,9585.13
Malta,2009,9349.12
Malta,2010,9680.33
Malta,2011,9884.51
Malta,2012,10134.46
Malta,2013,10402.3
Malta,2014,10770.91
Montenegro,1990,8879.59
Montenegro,1991,7920.15
Montenegro,1992,6058.61
Montenegro,1993,3845.4
Montenegro,1994,3902.74
Montenegro,1995,4460.82
Montenegro,1996,5691.66
Montenegro,1997,6066.26
Montenegro,1998,6345.3
Montenegro,1999,5817.8
Montenegro,2000,6662.56
Montenegro,2001,6735.84
Montenegro,2002,6864.09
Montenegro,2003,7034.5
Montenegro,2004,7345.86
Montenegro,2005,7652.96
Montenegro,2006,8308.53
Montenegro,2007,9194.06
Montenegro,2008,9830.53
Montenegro,2009,9274.42
Montenegro,2010,9502.92
Montenegro,2011,9809.72
Montenegro,2012,9542.52
Montenegro,2013,9881.18
Montenegro,2014,10057.44
Norway,2012,410383.88
Norway,2013,414482.41
Norway,2014,423662.19
New Zealand,1950,25284.53
New Zealand,1951,24806.82
New Zealand,1952,24804.61
Hungary,2005,207183.56
Hungary,2006,215069.72
Hungary,2007,215985.52
Hungary,2008,217798.39
Hungary,2009,203512.83
Hungary,2010,205025.33
Hungary,2011,208628.66
Hungary,2012,205105.13
Hungary,2013,208981.14
Hungary,2014,216655.39
Macedonia,1990,17267.02
Macedonia,1991,16726.53
Macedonia,1992,15362.32
Macedonia,1993,15174.24
Macedonia,1994,14894.72
Macedonia,1995,14728.67
Macedonia,1996,14903.2
Macedonia,1997,15117.82
Macedonia,1998,15628.69
Macedonia,1999,16306.8
Macedonia,2000,17048.7
Macedonia,2001,16525.78
Macedonia,2002,16772.6
Macedonia,2003,17145.38
Macedonia,2004,17946.85
Macedonia,2005,18794.6
Macedonia,2006,19760.07
Macedonia,2007,21039.23
Macedonia,2008,22190.49
Macedonia,2009,22110.91
Macedonia,2010,22853.56
Macedonia,2011,23388.36
Macedonia,2012,23281.69
Macedonia,2013,23902.15
Macedonia,2014,24802.68
Malta,1954,627.24
Malta,1955,627.24
Malta,1956,702.28
Malta,1957,700.35
Malta,1958,736.91
Malta,1959,733.06
Malta,1960,775.8
Malta,1961,769.62
Malta,1962,736.91
Malta,1963,735.53
Malta,1964,750.28
Malta,1965,803.16
Malta,1966,888.82
Malta,1967,951.4
Malta,1968,1046.8
Malta,1969,1114.03
Malta,1970,1254.48
Malta,1971,1285.27
Malta,1972,1360.3
Malta,1973,1416.7
Malta,1974,1558.89
Malta,1975,1863.81
Malta,1976,2180.98
Malta,1977,2446.71
Malta,1978,2719.79
Malta,1979,3005.12
Malta,1980,3216.97
Malta,1981,3323.51
Malta,1982,3399.43
Malta,1983,3378.62
Malta,1984,3410.46
Malta,1985,3498.63
Malta,1986,3634.55
Malta,1987,3783.95
Malta,1988,4102.34
Malta,1989,4437.88
Malta,1990,4717.08
Malta,1991,5012.21
Malta,1992,5247.33
Malta,1993,5482.45
Malta,1994,5792.26
Malta,1995,6159.64
Malta,1996,6392.31
Malta,1997,6728.35
Sweden,1987,240369.16
Sweden,1988,246520.3
Sweden,1989,253064.94
Sweden,1990,254974.75
Sweden,1991,252052.81
Sweden,1992,249132.55
Sweden,1993,243986.42
Sweden,1994,253959.61
Sweden,1995,264179.72
Sweden,1996,268189.63
Sweden,1997,275968.41
Sweden,1998,287633
Sweden,1999,300663.22
Sweden,2000,314900.5
Sweden,2001,319823.69
Sweden,2002,326455.47
Sweden,2003,334243.84
Sweden,2004,348684.97
Sweden,2005,358512.06
Sweden,2006,375319.56
Sweden,2007,388099
Sweden,2008,385937.09
Sweden,2009,365927.56
Sweden,2010,387842.72
Sweden,2011,398176.41
Sweden,2012,397036.34
Sweden,2013,401964.41
Sweden,2014,411337.53
Turkey,1979,356553.94
Turkey,1980,347833.38
Turkey,1981,364721.25
Turkey,1982,377715.63
Turkey,1983,396484.53
Turkey,1984,423095.72
Turkey,1985,441041.69
Turkey,1986,471982.03
Turkey,1987,516746.09
Turkey,1988,527702.94
Turkey,1989,529030.88
Turkey,1990,577994.31
Turkey,1991,583349.5
Turkey,1992,618258.81
Turkey,1993,667979.31
Turkey,1994,631536.56
Turkey,1995,676951.75
Turkey,1996,724374.38
Turkey,1997,778911.13
Turkey,1998,802994
Japan,2001,4156488.5
Japan,2002,4168523.5
Japan,2003,4238767.5
Japan,2004,4338833.5
Japan,2005,4395357
Japan,2006,4469766
Japan,2007,4567751.5
Japan,2008,4520172
Japan,2009,4270343.5
Japan,2010,4471535.5
Japan,2011,4451222.5
Japan,2012,4528771.5
Japan,2013,4600669.5
Japan,2014,4596361.5
Moldova,1990,32539.84
Moldova,1991,26850.95
Moldova,1992,19051.26
Moldova,1993,18828.54
Moldova,1994,13006.91
Moldova,1995,12828.03
Moldova,1996,12074.12
Moldova,1997,12273
Moldova,1998,11470.08
Moldova,1999,11083.74
Moldova,2000,11317.35
Moldova,2001,12012.4
Moldova,2002,12950.52
Moldova,2003,13808.28
Moldova,2004,14825.02
Moldova,2005,15937.11
Moldova,2006,16699.64
Moldova,2007,17200.37
Moldova,2008,18548.46
Moldova,2009,17437.49
Moldova,2010,18674.51
Moldova,2011,19947.29
Moldova,2012,19801
Moldova,2013,21662.34
Moldova,2014,22613.74
Netherlands,1950,100282.26
Netherlands,1951,102749.08
Netherlands,1952,104526.16
Netherlands,1953,114110.83
Netherlands,1954,122569.88
Netherlands,1955,131939
Netherlands,1956,138156.34
Netherlands,1957,142428.98
Netherlands,1958,141015.94
Netherlands,1959,147970.94
Netherlands,1960,162604.22
Romania,1960,41145.8
Romania,1961,47462.59
Romania,1962,50999.41
Romania,1963,56827.27
Romania,1964,59282.98
Romania,1965,64870.28
Romania,1966,68747.83
Romania,1967,77874.44
Romania,1968,83176.29
Romania,1969,88904.09
Romania,1970,96557.64
Romania,1971,109110.13
Romania,1972,120697.05
Romania,1973,133249.55
Romania,1974,149664.34
Romania,1975,165113.56
Romania,1976,183459.52
Romania,1977,198908.73
Romania,1978,213392.38
Romania,1979,226910.45
Romania,1980,236566.22
Romania,1981,236832.02
Romania,1982,246173.16
Romania,1983,261058.22
Romania,1984,276646.31
Romania,1985,276375.13
Romania,1986,282833.13
Romania,1987,285194
Romania,1988,283776.66
Romania,1989,267352.69
Romania,1990,252338.84
Romania,1991,219741.17
Romania,1992,200476.06
Romania,1993,203541.02
Romania,1994,211544.13
Romania,1995,226644.59
Romania,1996,235415.31
Romania,1997,224077.33
Romania,1998,219400.22
Romania,1999,218519.27
Romania,2000,223753.08
Romania,2001,236265.34
Romania,2002,248513.78
Romania,2003,262242.34
Romania,2004,284162.22
Romania,2005,296017.16
United States,1950,2254261.75
United States,1951,2435924
United States,1952,2535115.75
United States,1953,2654125
United States,1954,2639158.5
United States,1955,2827117
United States,1956,2887395.5
United States,1957,2948190.5
United States,1958,2926515
United States,1959,3128510.75
United States,1960,3208710.5
United States,1961,3290665
United States,1962,3491938.5
United States,1963,3643977
United States,1964,3854127.25
United States,1965,4104635
United States,1966,4375270.5
United States,1967,4495312
United States,1968,4715990
United States,1969,4864106.5
United States,1970,4873912.5
United States,1971,5034354.5
United States,1972,5298624.5
United States,1973,5597607.5
United States,1974,5568680
United States,1975,5557626
United States,1976,5857021.5
United States,1977,6126974
United States,1978,6467694
United States,1979,6673077
United States,1980,6656753.5
Netherlands,2006,711353.75
Netherlands,2007,737663
Netherlands,2008,750196.31
Netherlands,2009,721931.94
Netherlands,2010,732058.31
Netherlands,2011,744237
Netherlands,2012,736370.13
Netherlands,2013,732722.31
Netherlands,2014,740131.06
Norway,1950,54145.14
Norway,1951,55345.68
Norway,1952,58181.72
Norway,1953,62227.85
Norway,1954,64619.38
Norway,1955,66188.39
Norway,1956,68121.05
Norway,1957,70915.32
Norway,1958,71968.48
Norway,1959,74129.77
Norway,1960,77340.84
Norway,1961,82192.7
Norway,1962,84505.54
Norway,1963,87704.12
Norway,1964,92097.79
Norway,1965,96965.7
Norway,1966,100637.07
Norway,1967,106933.54
Norway,1968,109348.52
Norway,1969,114274.8
Norway,1970,116558.46
Norway,1971,123106.25
Norway,1972,129591.57
Norway,1973,135395.73
Norway,1974,140565.94
Norway,1975,147629.91
Norway,1976,156181.34
Norway,1977,162645.97
Norway,1978,168914.3
Norway,1979,176275.14
Norway,1980,184214.84
Norway,1981,187065.58
Norway,1982,187299.39
Norway,1983,194542.08
Norway,1984,206008.64
Norway,1985,217038.31
Norway,1986,225801.52
Norway,1987,229820.78
Norway,1988,229423.34
Norway,1989,231712.05
Norway,1990,236176.72
Norway,1991,243511.08
Norway,1992,252090.34
Norway,1993,259115.06
Norway,1994,272204.06
Norway,1995,283599.47
Norway,1996,297858.84
Norway,1997,313599.75
Norway,1998,321829.84
Norway,1999,328309.25
Norway,2000,338832.5
Norway,2001,345898.28
Norway,2002,350871.28
Norway,2003,354098.75
Norway,2004,368117.66
Norway,2005,377779.72
Norway,2006,386827.88
Norway,2007,398161.03
Norway,2008,399691.19
Norway,2009,393206.06
Norway,2010,395572.91
Norway,2011,399405.16
United States,1981,6829490
United States,1982,6699008
United States,1983,7009355
United States,1984,7518162.5
United States,1985,7836877.5
United States,1986,8112098.5
United States,1987,8392898
United States,1988,8745706
United States,1989,9067624
United States,1990,9241600
United States,1991,9234885
United States,1992,9563208
United States,1993,9825721
United States,1994,10222333
United States,1995,10511666
United States,1996,10910675
United States,1997,11400236
United States,1998,11907535
New Zealand,1953,25332.25
New Zealand,1954,28318.61
New Zealand,1955,29460.82
New Zealand,1956,29876.73
New Zealand,1957,31434.75
New Zealand,1958,31642.87
New Zealand,1959,32856.29
New Zealand,1960,38068.8
New Zealand,1961,40064.84
New Zealand,1962,40899.23
New Zealand,1963,43501.01
New Zealand,1964,45757.52
New Zealand,1965,48936.97
New Zealand,1966,52021.78
New Zealand,1967,49238.21
New Zealand,1968,49068.63
New Zealand,1969,53880.65
New Zealand,1970,53643.26
New Zealand,1971,55673.91
New Zealand,1972,58523.91
New Zealand,1973,63088.94
New Zealand,1974,66870.14
New Zealand,1975,65712.16
New Zealand,1976,66322.5
New Zealand,1977,63711.82
New Zealand,1978,63914.47
New Zealand,1979,65315.35
New Zealand,1980,66153.48
New Zealand,1981,69233.44
New Zealand,1982,69877.39
New Zealand,1983,72316.93
New Zealand,1984,75783.83
New Zealand,1985,77007.48
New Zealand,1986,79091.15
New Zealand,1987,79845.25
New Zealand,1988,79564.94
New Zealand,1989,79689.2
New Zealand,1990,79800.77
New Zealand,1991,78932.28
New Zealand,1992,79811.36
New Zealand,1993,84928.38
New Zealand,1994,89264.48
New Zealand,1995,93364.73
New Zealand,1996,96746.2
New Zealand,1997,98658.29
New Zealand,1998,99252.81
New Zealand,1999,104727.13
New Zealand,2000,107621.38
New Zealand,2001,111312.11
New Zealand,2002,116749.7
New Zealand,2003,122156.93
New Zealand,2004,126819.23
New Zealand,2005,131144.73
New Zealand,2006,134769.09
New Zealand,2007,138757.08
New Zealand,2008,136515.95
New Zealand,2009,136172.8
New Zealand,2010,138135.02
New Zealand,2011,141198.73
New Zealand,2012,144269.52
New Zealand,2013,147932.7
New Zealand,2014,152694.58
Japan,1962,703234.31
Japan,1963,765030.19
Romania,2006,319863.03
Romania,2007,341817.59
Romania,2008,370731.88
Romania,2009,344532.88
Romania,2010,341781.94
Romania,2011,345392.13
Romania,2012,347606.09
Romania,2013,359882.13
Romania,2014,369877.31
Sweden,1950,77311.22
Sweden,1951,79528.02
Sweden,1952,80774.98
Sweden,1953,83545.99
Sweden,1954,88395.26
Sweden,1955,91027.72
Sweden,1956,94075.84
Sweden,1957,96292.64
Sweden,1958,98648
Sweden,1959,103912.92
Sweden,1960,107792.34
Sweden,1961,113888.56
Sweden,1962,118737.84
Sweden,1963,124972.61
Sweden,1964,133562.75
Sweden,1965,138550.56
Sweden,1966,141321.58
Sweden,1967,146863.59
Sweden,1968,151020.11
Sweden,1969,159333.16
Sweden,1970,169031.69
Sweden,1971,170628.44
Sweden,1972,174533.69
Sweden,1973,181459.14
Sweden,1974,187262.56
Sweden,1975,192043.13
Sweden,1976,194075.14
Sweden,1977,190977.19
Sweden,1978,194322.25
Sweden,1979,201784.23
Sweden,1980,205214.52
Sweden,1981,206147.89
Sweden,1982,208721.98
Sweden,1983,212689.03
Sweden,1984,221684.8
Sweden,1985,226474.02
Sweden,1986,232569.16
Turkey,1950,69329.52
Turkey,1951,85676.58
Turkey,1952,92840.96
Turkey,1953,104853.78
Turkey,1954,94846.33
Turkey,1955,104528.01
Turkey,1956,105686.68
Turkey,1957,128691.68
Turkey,1958,138803.56
Turkey,1959,136168.64
Turkey,1960,134438.55
Turkey,1961,136749.11
Turkey,1962,145055.48
Turkey,1963,158730.59
Turkey,1964,165302.63
Turkey,1965,169629.98
Turkey,1966,190193.48
Turkey,1967,197725.91
Turkey,1968,210907.63
Turkey,1969,222206.25
Turkey,1970,233504.86
Turkey,1971,246506.16
Turkey,1972,264811.72
Turkey,1973,273449.28
Turkey,1974,288746.59
Turkey,1975,309458.78
Turkey,1976,341837.56
Turkey,1977,353476.5
Turkey,1978,358794.56
Luxembourg,1957,4068.48
Luxembourg,1958,4121.39
Luxembourg,1959,4127.69
Luxembourg,1960,4303.98
Luxembourg,1961,4455.17
Luxembourg,1962,4510.89
Luxembourg,1963,4598.76
Luxembourg,1964,5012.86
Luxembourg,1965,5100.08
Luxembourg,1966,5160.9
Luxembourg,1967,5201.32
Luxembourg,1968,5473.04
Luxembourg,1969,6061.67
Luxembourg,1970,6127.44
Luxembourg,1971,6290.87
Poland,1970,247634
Poland,1971,265996.38
Poland,1972,278440.22
Poland,1973,290083.84
Poland,1974,310711
Poland,1975,329171.47
Poland,1976,355260.25
Poland,1977,380435.28
Poland,1978,400979.78
Poland,1979,416406
Poland,1980,391421.59
Poland,1981,352391.84
Poland,1982,335593.44
Poland,1983,354265.25
Poland,1984,374248.5
Poland,1985,387862.06
Poland,1986,404250.63
Poland,1987,412165.28
Poland,1988,429199.03
Poland,1989,429887.28
Poland,1990,380248.5
Poland,1991,353571.88
Poland,1992,362464.13
Poland,1993,376014.16
Poland,1994,395915.84
Poland,1995,423439.34
Poland,1996,449085.59
Poland,1997,478094.28
Poland,1998,500156.53
Poland,1999,523375.13
Poland,2000,547238.56
Poland,2001,554068.31
Poland,2002,565380.19
Poland,2003,585521.31
Poland,2004,615591.38
Poland,2005,637427
Poland,2006,676901.13
Poland,2007,725649.31
Poland,2008,754097.63
Poland,2009,773962.13
Poland,2010,802589.81
Poland,2011,842787.63
Poland,2012,855949.5
Poland,2013,866774.88
Poland,2014,895673.56
Portugal,1950,28547.76
Portugal,1951,31177.65
Portugal,1952,32447.12
Portugal,1953,34154.35
Portugal,1954,35678.19
Portugal,1955,37128.16
Portugal,1956,38849
Portugal,1957,40742.53
Portugal,1958,41060.45
Portugal,1959,43384.83
Portugal,1960,46569.71
Portugal,1961,49815.14
Portugal,1962,52626.32
Portugal,1963,55660.61
Portugal,1964,58539.64
Portugal,1965,62676.59
Portugal,1966,64694.84
Portugal,1967,69282.47
Croatia,2008,93888.7
Croatia,2009,86956.16
Croatia,2010,85476.83
Croatia,2011,85236.41
Croatia,2012,83371.92
Croatia,2013,82484.91
Croatia,2014,82187.61
United States,1999,12465426
United States,2000,12975535
United States,2001,13102174
United States,2002,13336194
United States,2003,13710512
United States,2004,14229557
United States,2005,14705564
United States,2006,15097712
United States,2007,15366229
United States,2008,15321422
United States,2009,14896173
United States,2010,15273331
United States,2011,15517931
United States,2012,15863049
United States,2013,16099333
United States,2014,16490192
Portugal,1968,78219.89
Portugal,1969,80463.5
Portugal,1970,86356.5
Portugal,1971,92083.37
Portugal,1972,99464.48
Portugal,1973,110605.18
Portugal,1974,111869.24
Portugal,1975,107005.58
Portugal,1976,114389.21
Portugal,1977,120797.98
Portugal,1978,124199.61
Portugal,1979,131203.14
Portugal,1980,137224.5
Portugal,1981,139444.94
Portugal,1982,142422.61
Portugal,1983,142176.06
Portugal,1984,139503.17
Portugal,1985,143419.64
Portugal,1986,149358.59
Portugal,1987,158889.75
Portugal,1988,170789.17
Portugal,1989,181789.09
Portugal,1990,188970.7
Portugal,1991,197225.34
Portugal,1992,199374.06
Portugal,1993,195300.3
Portugal,1994,197184.63
Portugal,1995,205629.61
Portugal,1996,212819.83
Portugal,1997,222239.69
Portugal,1998,232888.91
Portugal,1999,241944.13
Portugal,2000,251107.75
Portugal,2001,255987.53
Portugal,2002,257955.55
Portugal,2003,255545.72
Portugal,2004,260175.14
Portugal,2005,262170.13
Portugal,2006,266241.78
Portugal,2007,272876.53
Portugal,2008,273420.28
Portugal,2009,265277.53
Portugal,2010,270314.34
Portugal,2011,265376.09
Portugal,2012,254686.08
Portugal,2013,251807.72
Portugal,2014,254088.59
Turkey,1999,775970.44
Turkey,2000,828538.25
Turkey,2001,781332.44
Turkey,2002,829492.56
Turkey,2003,873167.5
Turkey,2004,954920.5
Turkey,2005,1035149.31
Turkey,2006,1106507.25
Turkey,2007,1158165.38
Turkey,2008,1165795.75
Turkey,2009,1109536
Turkey,2010,1211135.63
Turkey,2011,1317385.5
Turkey,2012,1345412.38
Turkey,2013,1401818.88
Turkey,2014,1442669.88
