Country,Year,Hours
Mexico,2006,89650.44
Mexico,2007,90466.22
Mexico,2008,94622.66
Mexico,2009,89639.28
Mexico,2010,99161.59
Mexico,2011,99988.64
Mexico,2012,103243.4
Mexico,2013,105144.6
Mexico,2014,104731.28
Mexico,2015,107397.5
Netherlands,1970,10110.81
Netherlands,1971,10033.93
Netherlands,1972,9965.53
Netherlands,1973,9886.16
Netherlands,1974,9650.57
Netherlands,1975,9347.67
Netherlands,1976,9328.66
Netherlands,1977,9223.04
Netherlands,1978,9181.49
Netherlands,1979,9251.54
Netherlands,1980,9406.57
Netherlands,1981,9364.52
Netherlands,1982,9141.17
Netherlands,1983,8971.86
Netherlands,1984,8997.82
Netherlands,1985,9063.52
Netherlands,1986,9190.5
Netherlands,1987,9254.49
Netherlands,1988,9402.5
Netherlands,1989,9621.9
Netherlands,1990,9881.39
Netherlands,1991,10008.58
Netherlands,1992,10191.59
Netherlands,1993,10163.75
Netherlands,1994,10284.07
Netherlands,1995,10762.92
Netherlands,1996,11099.32
Netherlands,1997,11331.46
Netherlands,1998,11571.57
Netherlands,1999,11895.29
Netherlands,2000,12003.19
Netherlands,2001,12153.84
Netherlands,2002,12092.62
Netherlands,2003,11955.95
Netherlands,2004,11989.87
Netherlands,2005,11954.59
Netherlands,2006,12186.09
Netherlands,2007,12540.3
Netherlands,2008,12747.42
Netherlands,2009,12567.43
Netherlands,2010,12476.53
Netherlands,2011,12594.32
Netherlands,2012,12486.5
Netherlands,2013,12378.22
Netherlands,2014,12465.51
Netherlands,2015,12539.04
Netherlands,2016,12788.33
New Zealand,1970,2464.47
New Zealand,1971,2488.65
New Zealand,1972,2510.72
New Zealand,1973,2591.1
New Zealand,1974,2700.29
New Zealand,1975,2741.89
New Zealand,1976,2783.3
New Zealand,1977,2820.08
New Zealand,1978,2798.94
New Zealand,1979,2830.65
New Zealand,1980,2825.57
New Zealand,1981,2841.11
New Zealand,1982,2843.28
New Zealand,1983,2811.14
New Zealand,1984,2900.86
New Zealand,1985,2977.22
New Zealand,1986,2959.88
New Zealand,1987,2979.95
New Zealand,1988,2873.38
New Zealand,1989,2761.79
New Zealand,1990,2684.91
New Zealand,1991,2689.04
New Zealand,1992,2624.39
New Zealand,1993,2730.52
New Zealand,1994,2864.15
New Zealand,1995,2964.29
New Zealand,1996,3054.41
New Zealand,1997,3044.97
New Zealand,1998,3127.3
New Zealand,1999,3254.35
New Zealand,2000,3230.9
New Zealand,2001,3296
New Zealand,2002,3396.7
New Zealand,2003,3485.07
New Zealand,2004,3612.21
New Zealand,2005,3736.52
New Zealand,2006,3778.19
New Zealand,2007,3773.27
New Zealand,2008,3835.92
New Zealand,2009,3716.29
New Zealand,2010,3788.52
New Zealand,2011,3815.36
New Zealand,2012,3774.4
New Zealand,2013,3920.8
New Zealand,2014,4073.22
New Zealand,2015,4137.38
New Zealand,2016,4273.6
Norway,1970,3012
Norway,1971,3001
Norway,1972,2981
Norway,1973,2978
Norway,1974,2981
Norway,1975,3001
Norway,1976,3005
Norway,1977,3022
Norway,1978,3006
Norway,1979,3007
Norway,1980,3079
Norway,1981,3099
Norway,1982,3078
Norway,1983,3061
Norway,1984,3074
Norway,1985,3147
Norway,1986,3241
Norway,1987,3248
Norway,1988,3236
Norway,1989,3138
Norway,1990,3094
Norway,1991,3058
Norway,1992,3072
Norway,1993,3087
Norway,1994,3125
Norway,1995,3154
Norway,1996,3206
Norway,1997,3289
Norway,1998,3372
Norway,1999,3401
Norway,2000,3379
Norway,2001,3331
Norway,2002,3310
Norway,2003,3243
Norway,2004,3309
Norway,2005,3361
Norway,2006,3469
Norway,2007,3636
Norway,2008,3765
Norway,2009,3691
Norway,2010,3696
Norway,2011,3761
Norway,2012,3834
Norway,2013,3847
Norway,2014,3900
Norway,2015,3912
Norway,2016,3931
Poland,1993,30834.18
Poland,1994,30547.86
Poland,1995,30785
Poland,1996,31156
Poland,1997,31597
Poland,1998,31965
Poland,1999,30679
Poland,2000,30219.17
Poland,2001,29577.58
Poland,2002,28612.91
Poland,2003,28357.45
Poland,2004,28683.8
Poland,2005,29225.18
Poland,2006,30176.52
Poland,2007,31488.12
Poland,2008,32558.74
Poland,2009,32431.43
Poland,2010,31490.67
Poland,2011,31588.54
Poland,2012,31544.04
Poland,2013,31465.04
Poland,2014,32112.04
Poland,2015,32722.68
Poland,2016,32930.2
Portugal,1970,6826.3
Portugal,1971,6948.47
Portugal,1972,6910.02
Portugal,1973,6854.01
Portugal,1974,7371.38
Portugal,1975,7715.03
Portugal,1976,7806.98
Portugal,1977,7855.03
Portugal,1978,7779.95
Portugal,1979,7819.94
Portugal,1980,7922.88
Portugal,1981,7894.29
Portugal,1982,7811.82
Portugal,1983,8098.52
Portugal,1984,8009.3
Portugal,1985,7912.41
Portugal,1986,7879.29
Portugal,1987,8153.1
Portugal,1988,8362.88
Portugal,1989,8643.48
Portugal,1990,8777.3
Portugal,1991,8706.06
Portugal,1992,8495.79
Portugal,1993,8332.44
Portugal,1994,8359.02
Portugal,1995,8575.18
Portugal,1996,8723.57
Portugal,1997,8929.53
Portugal,1998,9256.24
Portugal,1999,9408.12
Portugal,2000,9664.29
Portugal,2001,9749.5
Portugal,2002,9751.87
Portugal,2003,9622.21
Portugal,2004,9585.53
Portugal,2005,9551.88
Portugal,2006,9529.52
Portugal,2007,9616.92
Portugal,2008,9585.66
Portugal,2009,9325.44
Portugal,2010,9205.63
Portugal,2011,8916.16
Portugal,2012,8471.33
Portugal,2013,8273.47
Portugal,2014,8425.29
Portugal,2015,8551.58
Portugal,2016,8566.33
Slovak Republic,1995,3904.73
Slovak Republic,1996,3914.23
Slovak Republic,1997,3895.9
Slovak Republic,1998,3860.29
Slovak Republic,1999,3750.88
Slovak Republic,2000,3676.33
Slovak Republic,2001,3667.22
Slovak Republic,2002,3575.52
Slovak Republic,2003,3497.78
Slovak Republic,2004,3581.07
Slovak Republic,2005,3696.3
Slovak Republic,2006,3783.83
Slovak Republic,2007,3899.39
Slovak Republic,2008,4029.92
Slovak Republic,2009,3922.37
Slovak Republic,2010,3916.85
Slovak Republic,2011,3959.53
Slovak Republic,2012,3952.76
Slovak Republic,2013,3883.82
Slovak Republic,2014,3911.88
Slovak Republic,2015,3976.69
Slovenia,1995,1619.27
Slovenia,1996,1561.95
Slovenia,1997,1522.19
Slovenia,1998,1532.26
Slovenia,1999,1557.42
Slovenia,2000,1563.75
Slovenia,2001,1559.61
Slovenia,2002,1607.22
Slovenia,2003,1605.38
Slovenia,2004,1621.97
Slovenia,2005,1576.98
Slovenia,2006,1574.31
Slovenia,2007,1614.89
Slovenia,2008,1675.02
Slovenia,2009,1650.04
Slovenia,2010,1616.46
Slovenia,2011,1573.39
Slovenia,2012,1541.08
Slovenia,2013,1540.66
Slovenia,2014,1565.65
Slovenia,2015,1589.01
Slovenia,2016,1615.94
Spain,1970,26921.71
Spain,1971,27064.08
Spain,1972,27090.5
Spain,1973,27465.23
Spain,1974,27743.76
Spain,1975,27427.2
Spain,1976,27271.37
Spain,1977,26998.41
Spain,1978,26173.15
Spain,1979,25156.32
Spain,1980,24246.5
Spain,1981,23249.49
Spain,1982,22783.43
Spain,1983,22317.36
Spain,1984,21287.26
Spain,1985,20952.04
Spain,1986,21341.98
Spain,1987,22264.34
Spain,1988,22992.46
Spain,1989,23664.01
Spain,1990,24591.24
Spain,1991,25013.32
Spain,1992,24553.88
Spain,1993,23749.05
Spain,1994,23623.16
Spain,1995,24073.22
Spain,1996,24440.97
Spain,1997,25388.31
Spain,1998,26630.07
Spain,1999,27922.83
Spain,2000,29255.24
Spain,2001,30399.25
Spain,2002,31220.43
Spain,2003,32101.72
Spain,2004,33036.56
Spain,2005,34139.28
Spain,2006,35358.29
Spain,2007,36258.57
Spain,2008,36518.64
Spain,2009,34370.78
Spain,2010,33591.32
Spain,2011,32787.7
Spain,2012,31204.37
Spain,2013,30249.73
Spain,2014,30578.62
Spain,2015,31428.01
Spain,2016,32159.59
Sweden,1970,6837.29
Sweden,1971,6697.78
Sweden,1972,6561.44
Sweden,1973,6522.51
Sweden,1974,6574.91
Sweden,1975,6605.45
Sweden,1976,6677.88
Sweden,1977,6553.62
Sweden,1978,6424.85
Sweden,1979,6461.68
Sweden,1980,6551.89
Sweden,1981,6526.04
Sweden,1982,6574.81
Sweden,1983,6630.05
Sweden,1984,6694.76
Sweden,1985,6781.57
Sweden,1986,6814.63
Sweden,1987,6914.3
Sweden,1988,7098
Sweden,1989,7196.22
Sweden,1990,7245.56
Sweden,1991,7076.35
Sweden,1992,6838.36
Sweden,1993,6551.05
Sweden,1994,6644.07
Sweden,1995,6772.82
Sweden,1996,6770.69
Sweden,1997,6703.5
Sweden,1998,6809.79
Sweden,1999,6988.38
Sweden,2000,7061.94
Sweden,2001,7105.71
Sweden,2002,7006.6
Sweden,2003,6908.11
Sweden,2004,6963.42
Sweden,2005,6979.94
Sweden,2006,7071.98
Sweden,2007,7291.05
Sweden,2008,7381.31
Sweden,2009,7168.43
Sweden,2010,7353.77
Sweden,2011,7499.13
Sweden,2012,7488.87
Sweden,2013,7515.61
Sweden,2014,7624.48
Sweden,2015,7746.82
Sweden,2016,7928.19
Switzerland,1970,6888.23
Switzerland,1971,6978.48
Switzerland,1972,6993.23
Switzerland,1973,6963.59
Switzerland,1974,6855.53
Switzerland,1975,6495.24
Switzerland,1976,6271.34
Switzerland,1977,6231.43
Switzerland,1978,6251.84
Switzerland,1979,6266.76
Switzerland,1980,6357.89
Switzerland,1981,6432.2
Switzerland,1982,6447.38
Switzerland,1983,6361.96
Switzerland,1984,6323.93
Switzerland,1985,6426.23
Switzerland,1986,6547.12
Switzerland,1987,6708.39
Switzerland,1988,6879.23
Switzerland,1989,7005.97
Switzerland,1990,7187.68
Switzerland,1991,6919
Switzerland,1992,6856
Switzerland,1993,6785
Switzerland,1994,6823
Switzerland,1995,6735.84
Switzerland,1996,6625.71
Switzerland,1997,6579.33
Switzerland,1998,6698.58
Switzerland,1999,6840.2
Switzerland,2000,6888.29
Switzerland,2001,6839.77
Switzerland,2002,6799.73
Switzerland,2003,6829.98
Switzerland,2004,6973.99
Switzerland,2005,7004.35
Switzerland,2006,7111.46
Switzerland,2007,7250.02
Switzerland,2008,7381.71
Switzerland,2009,7377.51
Switzerland,2010,7406.25
Switzerland,2011,7554.05
Switzerland,2012,7597.82
Switzerland,2013,7607.76
Switzerland,2014,7712.6
Switzerland,2015,7889.32
Turkey,1970,24352.06
Turkey,1971,24660.84
Turkey,1972,25242.24
Turkey,1973,25603.32
Turkey,1974,26053.28
Turkey,1975,26165.96
Turkey,1976,26320.5
Turkey,1977,26935.89
Turkey,1978,27073.5
Turkey,1979,27244.37
Turkey,1980,27481.5
Turkey,1981,27613.63
Turkey,1982,27796.07
Turkey,1983,27955.36
Turkey,1984,27437.43
Turkey,1985,28293.41
Turkey,1986,28576.57
Turkey,1987,28611.39
Turkey,1988,28925.85
Turkey,1989,30150.31
Turkey,1990,30642.78
Turkey,1991,31918.22
Turkey,1992,32660.51
Turkey,1993,31417.45
Turkey,1994,33359.37
Turkey,1995,34121.03
Turkey,1996,35404.29
Turkey,1997,35160.14
Turkey,1998,36205.27
Turkey,1999,37439.83
Turkey,2000,36892.96
Turkey,2001,36975.64
Turkey,2002,36882.02
Turkey,2003,36592.62
Turkey,2004,36813.03
Turkey,2005,37961.41
Turkey,2006,38776.32
Turkey,2007,38676.89
Turkey,2008,39121.95
Turkey,2009,38836.85
Turkey,2010,41074.7
Turkey,2011,43294.51
Turkey,2012,44436.99
Turkey,2013,45159.11
Turkey,2014,47456.89
Turkey,2015,48833.94
United Kingdom,1970,47461.22
United Kingdom,1971,46116.58
United Kingdom,1972,45424.42
United Kingdom,1973,47522.67
United Kingdom,1974,46677.69
United Kingdom,1975,46375.13
United Kingdom,1976,45683.71
United Kingdom,1977,45259
United Kingdom,1978,45003.26
United Kingdom,1979,45264.57
United Kingdom,1980,43925.25
United Kingdom,1981,41119.59
United Kingdom,1982,40727.54
United Kingdom,1983,40318.4
United Kingdom,1984,41610.88
United Kingdom,1985,42850.64
United Kingdom,1986,43066.2
United Kingdom,1987,43769.66
United Kingdom,1988,46370.8
United Kingdom,1989,47370.12
United Kingdom,1990,47188.21
United Kingdom,1991,45745.04
United Kingdom,1992,43836.83
United Kingdom,1993,43355.67
United Kingdom,1994,43951.09
United Kingdom,1995,44547.98
United Kingdom,1996,45025.05
United Kingdom,1997,45224.44
United Kingdom,1998,46097.51
United Kingdom,1999,46515.69
United Kingdom,2000,46697.4
United Kingdom,2001,47074.51
United Kingdom,2002,46982.89
United Kingdom,2003,47113.49
United Kingdom,2004,47212.42
United Kingdom,2005,48249.27
United Kingdom,2006,48565.81
United Kingdom,2007,49025.09
United Kingdom,2008,48798.58
United Kingdom,2009,47854.66
United Kingdom,2010,47643.89
United Kingdom,2011,48274.88
United Kingdom,2012,49232.52
United Kingdom,2013,50113.87
United Kingdom,2014,51505.64
United Kingdom,2015,51848.04
United Kingdom,2016,53067.78
United States,1970,153871.69
United States,1971,153194.31
United States,1972,157421.82
United States,1973,162453.55
United States,1974,163046.38
United States,1975,158375.47
United States,1976,162960.85
United States,1977,168696.5
United States,1978,176635.38
United States,1979,181415.42
United States,1980,180913.04
United States,1981,181298.43
United States,1982,178603.64
United States,1983,181815.56
United States,1984,190991.24
United States,1985,195362.29
United States,1986,197655.96
United States,1987,203018.02
United States,1988,209081.06
United States,1989,214866.86
United States,1990,215233.57
United States,1991,212220.24
United States,1992,212399.17
United States,1993,217416.15
United States,1994,224275.54
United States,1995,229789.99
United States,1996,232674.53
United States,1997,239549.65
United States,1998,244778
United States,1999,249154
United States,2000,252381
United States,2001,249320
United States,2002,246708
United States,2003,246192
United States,2004,249065
United States,2005,252434
United States,2006,257098
United States,2007,259116
United States,2008,256398
United States,2009,242270
United States,2010,241652
United States,2011,245009
United States,2012,249863
United States,2013,253492
United States,2014,258890
United States,2015,263924
Euro area (19 countries),1995,220060.7
Euro area (19 countries),1996,220990.86
Euro area (19 countries),1997,222487.09
Euro area (19 countries),1998,226465.37
Euro area (19 countries),1999,229937.08
Euro area (19 countries),2000,233176.86
Euro area (19 countries),2001,234685.79
Euro area (19 countries),2002,234715.88
Euro area (19 countries),2003,235107.61
Euro area (19 countries),2004,237640.09
Euro area (19 countries),2005,239533.64
Euro area (19 countries),2006,243585.88
Euro area (19 countries),2007,248571.46
Euro area (19 countries),2008,250409.81
Euro area (19 countries),2009,241455.52
Euro area (19 countries),2010,240368.56
Euro area (19 countries),2011,240506.17
Euro area (19 countries),2012,236679.94
Euro area (19 countries),2013,233517.49
Euro area (19 countries),2014,234812.05
Euro area (19 countries),2015,237294.73
Euro area (19 countries),2016,239219
European Union (28 countries),1995,349161.72
European Union (28 countries),1996,351250.21
European Union (28 countries),1997,353416.52
European Union (28 countries),1998,358933.45
European Union (28 countries),1999,362309.35
European Union (28 countries),2000,365198.05
European Union (28 countries),2001,366006.1
European Union (28 countries),2002,364938.9
European Union (28 countries),2003,364722
European Union (28 countries),2004,367745.83
European Union (28 countries),2005,371389.08
European Union (28 countries),2006,377507.7
European Union (28 countries),2007,385061.38
European Union (28 countries),2008,388324.86
European Union (28 countries),2009,376650.52
European Union (28 countries),2010,373243.89
European Union (28 countries),2011,374169.81
European Union (28 countries),2012,369178.76
European Union (28 countries),2013,366563.39
European Union (28 countries),2014,370566.08
European Union (28 countries),2015,374146
European Union (28 countries),2016,378233.04
G7,1970,487463.51
G7,1971,484724.19
G7,1972,486909.15
G7,1973,496343.46
G7,1974,490328.28
G7,1975,479852.39
G7,1976,487046.07
G7,1977,492487.08
G7,1978,501024.64
G7,1979,509634.85
G7,1980,509771.64
G7,1981,506802.77
G7,1982,501652.53
G7,1983,504597.47
G7,1984,516465.74
G7,1985,522096.78
G7,1986,527145.84
G7,1987,535594.5
G7,1988,548028.59
G7,1989,556321.33
G7,1990,557881.91
G7,1991,554718.31
G7,1992,551154.6
G7,1993,548951.13
G7,1994,555832.52
G7,1995,561538.21
G7,1996,565965.77
G7,1997,572362.79
G7,1998,577603.29
G7,1999,580811.17
G7,2000,585729.04
G7,2001,581975.52
G7,2002,576650.99
G7,2003,576511.1
G7,2004,581061.34
G7,2005,585873.84
G7,2006,594533.32
G7,2007,601329.98
G7,2008,598328.65
G7,2009,572763.7
G7,2010,574368.11
G7,2011,579803.94
G7,2012,585595.65
G7,2013,588743.95
G7,2014,596684.9
G7,2015,603225.62
OECD - Total,2000,953089.87
OECD - Total,2001,949721.59
OECD - Total,2002,949557.8
OECD - Total,2003,947640.48
OECD - Total,2004,957657.68
OECD - Total,2005,969975.89
OECD - Total,2006,985660.44
OECD - Total,2007,997919.34
OECD - Total,2008,1001660.32
OECD - Total,2009,964644.56
OECD - Total,2010,975801.01
OECD - Total,2011,983078.03
OECD - Total,2012,993415.48
OECD - Total,2013,997619.82
OECD - Total,2014,1012205.58
OECD - Total,2015,1026580.1
Non-OECD Economies,1995,2564.95
Non-OECD Economies,1996,2585.43
Non-OECD Economies,1997,2609.7
Non-OECD Economies,1998,2659.43
Non-OECD Economies,1999,2522.55
Non-OECD Economies,2000,2583.22
Non-OECD Economies,2001,2464.8
Non-OECD Economies,2002,2513.45
Non-OECD Economies,2003,2546.16
Non-OECD Economies,2004,2648.95
Non-OECD Economies,2005,2669.49
Non-OECD Economies,2006,2654.37
Non-OECD Economies,2007,2751.2
Non-OECD Economies,2008,2757.45
Non-OECD Economies,2009,2452.58
Non-OECD Economies,2010,2349.27
Non-OECD Economies,2011,2328.61
Non-OECD Economies,2012,2367.86
Non-OECD Economies,2013,2378.69
Non-OECD Economies,2014,2416.24
Non-OECD Economies,2015,2481.93
Non-OECD Economies,2016,2565.89
Non-OECD Economies,1992,137573.44
Non-OECD Economies,1993,132947.12
Non-OECD Economies,1994,122906.68
Non-OECD Economies,1995,121128.68
Non-OECD Economies,1996,119321.77
Non-OECD Economies,1997,117466.39
Non-OECD Economies,1998,113770.94
Non-OECD Economies,1999,123623.98
Non-OECD Economies,2000,128968.74
Non-OECD Economies,2001,128943.37
Non-OECD Economies,2002,132117.86
Non-OECD Economies,2003,132399.36
Non-OECD Economies,2004,134078.55
Non-OECD Economies,2005,135587.96
Non-OECD Economies,2006,137572.19
Non-OECD Economies,2007,141069.43
Non-OECD Economies,2008,141717.11
Non-OECD Economies,2009,136768.59
Non-OECD Economies,2010,137932.7
Non-OECD Economies,2011,139978.63
Non-OECD Economies,2012,140862.31
Non-OECD Economies,2013,140581.45
Non-OECD Economies,2014,141233.27
Non-OECD Economies,2015,142259.55
Non-OECD Economies,2016,142118.42
Non-OECD Economies,2001,28697.75
Non-OECD Economies,2002,28509.89
Non-OECD Economies,2003,27389.24
Non-OECD Economies,2004,28209.96
Non-OECD Economies,2005,30637.96
Non-OECD Economies,2006,31074.58
Non-OECD Economies,2007,31272.63
Non-OECD Economies,2008,33315.24
Non-OECD Economies,2009,31926.29
Non-OECD Economies,2010,30826.37
Non-OECD Economies,2011,31722.13
Non-OECD Economies,2012,32082.51
Non-OECD Economies,2013,32882.57
Non-OECD Economies,2014,33459.57